,Unnamed: 0,text,title,label
93,93,now I attack bjp openli priyanka chaturvedi decis join shiv sena In huge embarrass congress middl nation elect spokesperson priyanka chaturvedi quit parti last night day go public resent social media she join shiv sena for mani peopl may seem priyanka take wrong decis shiv sena parti differ viewpoint but said shiv sena would give opportun attack bjp congress never gave shiv sena blame accus bjp last 4 year also poll allianc priyanka like fact shiv sena honest voter spite allianc bjp keep accus she word sanjay raut MP shiv sena sanjay given full freedom keep attack bjp priyanka tri unearth point attack bjp everi press confer congress take measur approach shiv sena leader sanjay raut confirm chaturvedi held talk parti join saffron parti presid uddhav thackeray call urgent press brief 2pm friday announc like made,now I attack bjp openli priyanka chaturvedi decis join shiv sena,1
94,94,congress approach elect commiss modi receiv one global recognit after award saudi highest civilian award king salman bin abdulaziz royal court prime minist narendra modi bestow russia highest civilian award order saint andrew apostl all award hand elect season like influenc india gener elect annoy global recognit PM modi receiv elect time congress approach elect commiss ensur either delay cancel award elect held fair manner In press confer soon PM modi confer russia highest civilian award congress spokesman randeep surjewala said We move EC modi get one award countri He got 8 award 3 come last 6 month thi modi plan get award time garner fame vote upcom elect bjp hit back statement Mr surjewala said If modi power influenc superpow like russia present award indian elect everyon vote sinc influenc global power anyth india congress may move EC monday let see take action PM narendra modi stay tune,congress approach elect commiss modi receiv one global recognit,1
95,95,kangana ranaut next movi show abus bollywood star non stop 3 hour bollywood actress kangana ranaut news late take potshot contemporari plan convert diatrib 3 hour movi the announc made actress respond question part popular talk show when host prod actress reveal movi plan said I mean I much materi bollywood type you know call star kid talent easili get break karan nepot johar I could go hour expos pretenti bollywoodiya appar kangana intend take new entrant industri well establish actor like khan refrain take stand social issu prefer polit correct express they may A list star gener public spineless when last time collect support social caus ad sourc say movi basic three hour monologu kangana use choicest abus expos real face bollywood celeb the movi tent titl keh ke loongi script direct produc kangana bollywood react trepid kangana latest announc flagbear nepot host popular talk show karan johar respond Oh My god report ask first reaction some celeb alreadi talk lawyer content kangana movi tri defam way other nonchalantli said would treat movi like stand comedi there also report netflix talk kangana movi made web seri stream platform A spokesperson netflix howev refus comment,kangana ranaut next movi show abus bollywood star non stop 3 hour,1
96,96,roadi audit held insid poll booth chandigarh increas voter turnout may 19th everi year million throng audit destin make part covet roadi journey everi year chandigarh guy gal made rock presenc show Do know everi season 30 40 roadi chandigarh and elect commiss want use benefit upcom lok sabha poll chandigarh EC announc roadi audit held parallel vote maximum peopl get home vote larg number peopl ink mark finger elig audit for peopl vote may 19th allow sit audit next 5 year thi big incent chandigarh resid come vote vote futur also roadi ambit the EC announc like bring record crowd roadi audit year mtv pull sock cater larg audienc also thank EC promot show without charg singl rupe EC use trick place also woo voter for exampl everi gujarati allow open busi shop insid poll booth 5 minut vote,roadi audit held insid poll booth chandigarh increas voter turnout may 19th,1
97,97,vivek oberoi shock public take interest one film vivek oberoi starrer PM narendra modi set releas attract quit bit attent due subject time releas media hous call lead actor speak fake new 29th interview day Mr oberoi said frankli I forgotten feel like someon show interest film It year I even rememb name last film peopl show interest I sure react bit surreal initi I thought I would press confer address controversi question rais film releas last time I controversi press confer career derail I want repeat bhai So I go individu everi media hous give respons problem journalist ask question never got ask PM modi So I stuck give reaction foreign polici fiscal deficit wtf fiscal deficit anyway I hour long debat yesterday dress PM modi actor ad when ask feel confid film success public actor said Oh come controversi public fine still film know nobodi come watchvivek oberoi everi day interview byte attent left actor state shock,vivek oberoi shock public take interest one film,1
98,98,nipah viru outbreak india recent state health depart confirm nipah viru niv infect first time kerala blood bodi fluid sampl two person die viral fever past fortnight kozhikod district indic presenc zoonot diseas thi first time nipah viru detect state high fatal rate spread mainli bat pig anim howev accord world health organis who india past document human human transmiss rare nipah viru,nipah viru outbreak india,0
99,99,suprem court allow passiv euthanasia live will strict guidelin recognis right die digniti fundament right suprem court SC march 9 2018 rule passiv euthanasia advanc live permiss the rule given five judg constitut bench compris chief justic dipak misra justic AK sikri AM khanwilkar DY chandrachud ashok bhushan the apex court rule individu draft live specifi shall put life support undergo incur coma futur A person make statement advanc life prolong put ventil artifici support system,suprem court allow passiv euthanasia live will strict guidelin,0
100,100,33rd asean summit 13th east asia summit 2nd rcep summit major highlight the 33rd edit asean summit conclud novemb 15 2018 suntec singapor convent centr singapor the summit also saw conclus relat summit like 13th east asia summit ea 2nd region comprehens econom summit rcep asean plu summit the summit began novemb 13 2018 the open ceremoni summit address lee hsien loong prime minist singapor chairman year summit In speech lee hsien loong call asean member partner uphold multilater intern cooper tackl common challeng includ terror climat chang,33rd asean summit 13th east asia summit 2nd rcep summit major highlight,0
101,101,india china inform summit PM modi chines presid Xi jinp highlight import maintain peac along india china border prime minist narendra modi chines presid Xi jinp april 28 2018 highlight import maintain peac along india china border first ever two day inform summit indian prime minist narendra modi chines presid Xi jinp began april 27 2018 hubei provinci museum wuhan china keep doklam standoff mind leader also decid issu guidanc militari implement variou confid build measur strengthen exist institut mechan thu prevent manag situat border area,india china inform summit PM modi chines presid Xi jinp highlight import maintain peac along india china border,0
102,102,13th india japan annual summit india japan sign variou agreement agre start 2 2 dialogu prime minist narendra modi visit japan octob 28 29 2018 attend india japan annual summit japanes prime minist shinzo abe after summit two side exchang 32 mou agreement includ usd 75 billion currenc swap agreement agre 2 2 dialogu japan india enter usd 75 billion currenc swap agreement boost indian economi encount steep drop rupe valu thi swap arrang would 50 percent higher previou swap agreement japan offer usd 50 billion currenc swap 2013,13th india japan annual summit india japan sign variou agreement agre start 2 2 dialogu,0
103,103,19th india russia annual bilater summit india sign deal russia buy S 400 triumf missil india russia octob 5 2018 sign usd 5 43 billion deal india procur S 400 triumf missil system russia the deal sign follow 19th india russia annual bilater summit prime minist narendra modi russian presid vladimir putin deleg russian presid vladimir putin two day visit india after bilater talk prime minist narendra modi russian presid vladimir putin india russia sign usd 5 43 billion deal S 400 air defenc system the system expect deliv 2020,19th india russia annual bilater summit india sign deal russia buy S 400 triumf missil,0
104,104,mother wed isha ambani daughter india richest mogul relianc industri chairman mukesh ambani wed anand piram 12 decemb arguabl describ mother wed after lavish pre wed bash udaipur saw everyon beyonc bollywood swing ambani tune grand wed took place mumbai ambani estat after even saw ton bollywood celebr major politician arriv antilla festiv two tie knot,mother wed,0
105,105,bollowood first femal superstar No more bollywood actor sridevi pass away februari year cardiac arrest her pass away came shock everyon especi film industri fan sridevi bollywood first femal superstar she effortlessli express comic time impecc she one rare actor could make audienc laugh cri within second,bollowood first femal superstar No more,0
106,106,ski No limit fli offic avani chaturvedi script histori becom first indian woman fli fighter aircraft solo indian air forc offici said wednesday 21 februari she undertook sorti indian air forc base jamnagar gujarat 19 februari said she one three first batch femal pilot besid bhawana kanth mohana singh induct indian air forc fighter squadron 18 june 2016,ski No limit,0
107,107,sun set TN polit the sun dravida munnetra kazagham dmk five time chief minist tamil nadu muthuvel karunanidhi pass away tuesday 7 august age 94 leav behind heart broken state tamil nadu the former chief minist death mourn across countri state polit leader visit resid gopalapuram pay last respect there perhap parallel indian polit karunanidhi abil endur defeat enjoy success surviv helm state politi six decad,sun set TN polit,0
108,108,sea red farmer march over 30 000 farmer march mumbai 12 march sea red demand complet loan waiver implement MS swaminathanan commiss recommend safeguard farmer right the march spearhead akhil bhartiya kisan sabha aik peasant front cpi M work farmer right similar scene wit delhi later year hundr protest farmer march toward delhi ramlila maidan 29 novemb demand issu rais resolv the ralli organis all india kisan sangharsh coordin committe aikscc collabor 200 farmer group,sea red farmer march,0
109,109,sabarimala quest equal unpreced high voltag drama inevit protest grip sabarimala shrine kerala year the protest lord ayyappa devote one side cite tradit oppos suprem court judgment overturn ban entri women templ On side fight spearhead women right activist determin visit shrine uphold SC judgment allow women age enter the SC landmark judgment came 28 septemb declar ban women age 10 40 enter templ unconstitut discriminatori,sabarimala quest equal,0
110,110,india nation blind cricket team 2018 blind cricket world cup In januari indian nation blind cricket team went pakistan uae sarjah cricket stadium india chase target 308 run thrill final india beat pakistan becom world champion By retain titl previous brought home 2014,india nation blind cricket team 2018 blind cricket world cup,0
111,111,maharashtra govern put plastic ban full effect from june 23 onward maharashtra govern enforc ban manufactur usag sale transport handl storag plastic thermocol product first second time violat fine 5 000 10 000 third time offend face fine 25 000 three month prison,maharashtra govern put plastic ban full effect,0
112,112,mithali raj becam first indian cricket score 2000 t20i run dure india women t20 asia cup tournament held june year indian women cricket team captain mithali raj becam first indian cricket score 2 000 run t20i feat even match certain Mr kohli either,mithali raj becam first indian cricket score 2000 t20i run,0
113,113,dipa karmakar becam first indian gymnast clinch gold global event At fig artist gymnast world challeng cup held turkey juli dipa karmakar creat histori becom first indian gymnast win gold medal In first go dipa low score 5 400 got 8 700 execut total came 14 100 second attempt score total 14 200 gave averag 14 150 she achiev impress feat return court almost two year due knee injuri indonesia rifda irfanaluthfi came second wherea local particip goksu ucta sanli bronz,dipa karmakar becam first indian gymnast clinch gold global event,0
114,114,sonam wangchuk bharat vaswani ramon magsaysay award two six winner ramon magsaysay award famous dub nobel prize asia year indian bharat vaswani psychiatrist given prestigi award work toward mental ill street peopl wherea sonam wangchuk inspir behind aamir khan charact 3 idiot award use scienc help improv live youth ladakh,sonam wangchuk bharat vaswani ramon magsaysay award,0
115,115,sunil chhetri becam third highest scorer world dure intercontinent cup held india year indian footbal team captain sunil chhetri tweet video ask peopl attend match stadium least home ground thi plea went viral stadium everi match play countri post tweet full In final kenya also happen chhetri 100th intern match chhetri score goal help india bag 3 0 win hi total talli come 64 goal the footbal player world score higher cristiano ronaldo 85 lionel messi 65,sunil chhetri becam third highest scorer world,0
116,116,An indian origin engin oscar In march vika sathay pune born engin part team oscar scienc technolog sathay team innov shotov K1 recognis import breakthrough film mid air sequenc use movi dunkirk guardian galaxi among other,An indian origin engin oscar,0
117,117,world first thermal batteri plant built andhra pradesh india and final august world first ever batteri plant unveil andhra pradesh It manufactur bharat energi storag technolog best privat limit aim increas energi product mean renew resourc thi batteri use energi creat temperatur differ thi technolog use effect remot area like hill island It also use store energi telecommun commerci establish electr grid maintain low carbon footprint,world first thermal batteri plant built andhra pradesh,0
118,118,india first rocket transport bicycl first satellit bullock cart the first rocket small light carri thumba launch station thiruvananthapuram bicycl 18 year later quest find metal free form transport indian scientist wheel new satellit old bullock cart,india first rocket transport bicycl first satellit bullock cart,0
119,119,india claim guin record two countri world accord data releas guin book world record india creat third largest number world record everi year It preced unit state america unit kingdom,india claim guin record two countri world,0
120,120,india one largest postal network planet includ float post offic the countri boast largest postal network 155 015 post offic spread across countri that mean one singl post offic everi 7 175 peopl and think enough post offic even inaugur float one On dal lake srinagar,india one largest postal network planet includ float post offic,0
121,121,dolphin treat non human person captiv dolphin ban india It well known fact dolphin highli intellig mammal govern india consid non human person they known display cultur qualiti believ uniqu human and keep captiv also illeg countri,dolphin treat non human person captiv dolphin ban india,0
122,122,usb develop indian american comput architect ajay bhatt ajay bhatt chang world comput co invent univers serial bu ie usb He also credit creation agp acceler graphic port pci express platform power manag etc,usb develop indian american comput architect ajay bhatt,0
123,123,india second largest english speak countri world after america india maximum number peopl convers english and despit fact 10 per cent popul speak languag,india second largest english speak countri world,0
124,124,the 1948 nobel peac prize suppos go mahatma gandhi left unassign assassin gandhiji nomin nobel 1937 1938 1939 1947 day death 1948 It wide specul norweigian committe afraid award prize would lead ruin countri relat great britain the year pass prize remain unassign tribut memori the chairman committe admit 1989,the 1948 nobel peac prize suppos go mahatma gandhi left unassign assassin,0
125,125,upset invit ranveer deepika wed news anchor rahul kanwal recreat wed ceremoni insid news studio popular face news channel rahul kanwal day back recreat encount maoist crpf jawan today went ahead solemn recreat ranveer deepika wed sourc say rahul upset invit wed best decor entir newsroom resembl lake como itali I make wed venu I attend said meet senior editor around 20 kg flower decor materi food order invit sent overnight recreat sahab kal raat se decor laga hai soya bhi nahi reveal secur guard news studio rahul also conduct sangeet ceremoni play ranveer deepika part danc popular bollywood number colleagu news anchor say south indian sindhi style wed perform news studio arm mic cameraman shoot rahul seen go around recreat wed venu report detail event with coupl plan multipl recept friend bollywood fratern rahul said might simul recept when question plan coupl honeymoon news anchor repli neg,upset invit ranveer deepika wed news anchor rahul kanwal recreat wed ceremoni insid news studio,1
126,126,all india radio play old record mann Ki baat nobodi notic differ prime minist narendra modi monthli mann Ki baat program air yesterday suppos 47th edit program howev due mix all india radio air old episod 2015 air radio surprisingli none listen notic differ mix identifi Mr modi listen record later even mann Ki baat one popular program air bjp mla mp tune listen show everi month bjp like issu show caus notic fail identifi old episod there also expect mass fire air mix speak fake new condit anonym bjp MP said saheb angri nobodi notic old record He suspect never paid attent say slept mann ki baat thi blunder air expos us put ticket 2019 elect jeopardi We could made excus react show us went onlin prais modi Ji vision statement yesterday mann Ki baat now ask paid much attent show identifi old record It episod 2015 talk much keep track statement whether someth said yesterday 3 year ago worri MP ad meanwhil worri other may also miss mann Ki baat narendra modi plan mega mann Ki baat featur episod till date play instead commentari next india england test PM modi think best way get everyon hear show,all india radio play old record mann Ki baat nobodi notic differ,1
127,127,angri parent threw school admiss form princip said helpless increas fee beyond 2 lakh parent went new admiss kid angrezi medium school heat exchang school princip refus entertain demand I ask moon I request Ma fee structur school match statu she told us beyond capac I request make least 2 5 lakh per annum said gautam father child gautam ad I understand certain compuls deal but school must understand situat how I deal rel send kid school fee less 3 lakh per annum I work HR head fmcg compani husband VP log kya boleng khali bmw aur iphon X flash karn se toh nahin hota hai aaj kal all friend ask kitti parti earn much go send kid school said radhika mother child other day neighbor saw papa heart surgeri bill By look bill told 5 lakh she told beti taken father good hospit ad radhika refus touch multiplex samosa bill 150 rupe school princip full empathi parent like gautam radhika I alreadi told school top manag high time build school like infrastructur shown soty2 start fee go 4 lakh per annum said school princip,angri parent threw school admiss form princip said helpless increas fee beyond 2 lakh,1
128,128,virar passeng given braveri award thiev head borivali fail get virar train 3 4 thiev identifi shop borivali made plan loot night they took virar train reach borivali happen afterward normal thing mumbai fail get borivali all thing reveal thiev arrest mumbai polic connect anoth robberi citi the said plan mani robberi borivali never got chanc implement idea never got train kudo virar passeng virar passeng honor presid braveri shown decreas crime borivali after know stori peopl borivali use abus virar passeng start appreci effort well borivali resid,virar passeng given braveri award thiev head borivali fail get virar train,1
129,129,crimin tri escap polic van said actual tri kiki challeng kiki challeng inmyfeel challeng heard If live rock past month know ongo social media challeng fondli know kiki challeng inmyfeel challeng On social media websit like instagram facebook twitter video hashtag kikichalleng inmyfeelingschalleng go viral In video see crazi peopl jump move car danc drake In My feel song car move but peopl use excus caught act shwetank malik crimin mumbai polic eye final got arrest yesterday but big news compar news tri escap polic van recaptur told polic actual tri kiki challeng shwetank though crimin social media friendli crimin He keep updat latest buzz challeng social media As soon got arrest chai ki tapri mumbai shwetank think way escap polic van just like bollywood movi handcuff insid van pretti loos shwetank abl free bodi hold but jump van policemen took notic arrest thi shwetank narrat interest kiki challeng want excel mumbai policemen known generos allow make small video kiki challeng upload facebook take jail,crimin tri escap polic van said actual tri kiki challeng,1
130,130,tiktok declar nation emerg union cabinet victim video make app tiktok shot roof recent day final union cabinet taken note tiktok declar nation emerg union cabinet emerg meet call morn discuss step combat rise addict app speak media meet home minist rajnath singh said We taken note rise epidem call tiktok affect peopl everi age group countri instead run pakoda stall youth countri busi make stupid video instead attend pariksha pe charcha student share video entir countri affect declar nation emerg thi chines app could part intellectu warfar wage us chines govern By make entir popul addict app chines could plan destabilis economi We investig extern threat see detail peopl run app ad bjp spokesperson sambit patra attack rahul gandhi grow addict tiktok among indian He said isn amaz tiktok start grow india month rahul gandhi meet chines minist kailash mansarovar did rahul gandhi tell chines love stupid unproduct app assault us similar app He must come clean accept discuss congress refus comment Mr patra accus priyanka gandhi releas tiktok video indira gandhi speech play background meanwhil union cabinet decid look increas case swine flu countri combat tiktok,tiktok declar nation emerg union cabinet,1
131,131,tiktok app ban india five reason controversi app face ban india tiktok amass 120 million monthli user india 50 million five month ago face strong backlash high profil incid shown platform poor light result india join grow list countri includ bangladesh indonesia app face ban In past day video creat share platform tiktok battl new fire everi day the app news wrong reason despit enjoy loyal follow million fan across globe tiktok face fair share critic seemingli endless stream controversi ensur quit call ban call appear answer madra high court ban app within countri also read tiktok ban affect user alreadi video app here know after madra high court order ban tech giant googl appl remov applic android io applic store the move increas heat tiktok scanner number highli publicis incid led increas call ban tiktok part call ban move amount curtail right citizen india use platform everi day express creat content the compani also claim tini proport tiktok video flag show minuscul proport content consid inappropri obscen here five incid report media problem allegedli aros due use said app ultim led ban app india also read tiktok ban india googl appl ask take tiktok app respect app store 24 year old shot delhi the recent incid fuel anger tik tok case mohammad salman 19 year old boy delhi reportedli lost life friend suhail malik accident shot pose countrymad pistol tiktok video report claim incid took place night april 13 two drive india gate report accid happen also read tiktok ban india act tiktok app pornographi concern tamil nadu student meet accid make tik tok video earlier februari anoth incid emerg increas heat video share applic while case firearm accident set one colleg student tamil nadu lost life accident ram bu ride scooter two friend the accid turn consequ three tri make tiktok video ride scooter also read suprem court refus stay madra high court order ban tiktok appnillu nillu challeng lead clash while mani us fret possibl polit motiv conflict ongo elect late last year two group malapura town tamil nadu end fight tiktok video eight person injur group student local fought tik tok video part nillu nillu challeng man lose life punjab make tik tok video move back northern india earlier year man punjab lost life came tractor make tik tok video As per report man make video platform attempt get move tractor but fate would foot slip end tire tractor eventu lost life get stuck cultiv machin stuck tractor man slit throat make tik tok video anoth report incid tik tok video go wrong last year chennai man tri make video accident slit throat camera accord report man shoot video pretend slit throat howev make video accident end slit throat real captur video tri stop bleed death even attempt end record hi attempt vain ultim end lose life mishap film fate tik tok video,tiktok app ban india five reason controversi app face ban india,0
132,132,goair waiv cancel reschedul fee due cyclon fani In wake cyclon fani budget airlin goair waiv cancel reschedul fee bhubaneswar kolkata ranchi flight travel may 2 may 5 2019 the airlin alert said due cyclon fani passeng travel bhubaneswar kolkata ranchi could inconvenienc We waiv cancel reschedul fee bhubaneswar kolkata ranchi flight travel may 2 2019 may 5 2019 flight must book within seven day schedul departur It said custom contact airport ticket offic call 24x7 custom servic center 18602 100 999 meanwhil director gener civil aviat dgca statement said No flight depart arriv kolkata airport 9 30 pm may 3 6 pm may 4 due cyclon fani It may note india meteorolog depart imd warn extrem sever cyclon storm fani would hit odisha coast around puri friday may 3 2019 howev locat around 450 km puri odisha 230 km andhra pradesh vishakhapatnam 650 km digha west bengal 5 30 similarli vistara chang cancel fee bhuvaneswar kolkata flight travel may 2 2019 may 5 2018 indigo also announc cancel flight visakhapatnam today may 2 2019 the passeng opt altern option get refund,goair waiv cancel reschedul fee due cyclon fani,0
133,133,IT compani fire 80 employe quietli left home mock fire drill,IT compani fire 80 employe quietli left home mock fire drill,1
134,134,around 80 employe IT compani bengaluru given march order quietli left home mock fire drill conduct offic premis the drill conduct check fire readi case emerg and per instruct employe expect assembl park lot brief fire depart but post drill observ cubicl offic empti that HR decid take attend found 80 employe left day without inform senior livid top manag took decis reliev abscond duti mani got fire middl manag when fake new tri speak HR tri downplay incid layoff part IT industri particular case 80 employe routin downsiz exercis relat mock fire drill said chief HR offic but intern mail access report tell differ stori appar mani employe took excus fire drill found nearbi shadi bar restaur few other spot movi theater In defens employe say mock drill conduct friday employe anyway leav earli but excus seem cut ice compani moment the employe actual got fire fire drill plan write CM state seek intervent,IT compani fire 80 employe quietli left home mock fire drill,1
135,135,IT compani introduc work blanket cannot get bed chilli winter morn A bengaluru base IT compani becom first countri introduc work blanket employe with mercuri drop 15 deg last day get earli morn work herculean task employe the compani wppt We pay peanut technolog introduc facil around 200 employe found either bunk report late work inabl get blanket chilli winter morn thi compani earlier occas extend facil work traffic mani employe make offic time thank traffic congest citi the aforement facil earn wppt award best employe friendli compani ghanshyam dcosta diminut bespectacl ceo compani spoke report said We alway forefront creat atmospher employe squeez maximum these guy get paid peanut bunk work earlier use traffic weather but constantli reinvent polici though compani circular clearli mention report offic necessarili work blanket employe found way circumv point sinc blanket possibl work take cogniz aforement concern compani distribut blanket possess one,IT compani introduc work blanket cannot get bed chilli winter morn,1
136,136,brain fade moment techi start solv null pointer except issu without check googl It steve smith brain fade moment time time us also brain fade moment situat like colleagu techi prakash nimbalkar notic day prakash tri solv null pointer except problem face without look help alreadi avail googl I seen prakash brain fade moment time time yesterday I went desk ask go lunch deep thought He tri solv issu mani solut alreadi avail googl said manjunath offic colleagu prakash manjunath ad when I shook came It first time brain fade moment last month wrote code none review understood At end code review realiz written fresh code one habitu review lift familiar websit they complain manag tell person like prakash wast time tri creativ need process also spoil time prakash manger assign senior lead consid veteran code lifter googl mentor teach trick search copi code itna agar soch ke kaam karega toh break kab lega never seen go chai sutta break No comment social media team member put 10 comment line code copi Am realli worri guy call prakash complet misfit team said prakash manag suggest join scientif lab topic bengaluru brain fade code techi technolog,brain fade moment techi start solv null pointer except issu without check googl,1
137,137,bjp spokesperson sambit patra emot reunion famili turn newsroom local media hous sourc say desper bjp dub perman fixtur news debat sambit hop across newsroom repres bjp led anxiou moment famili there thought lodg miss person complaint local polic station but someon suggest check local news studio We get see week sometim pick call So thought come news studio get glimps hi aunt even prepar favorit dish hope sit togeth said cousin famili member made attempt get close Mr patra earlier occas onc uncl turn panelist debat convers other send messag arnab even home debat mode most time hand rais say allow speak that one interrupt sambit matern uncl said concern In defenc sambit patra said mani news channel job spokesperson easi but famili excus plan construct newsroom insid hous invit sambit panelist somehow get return home spokesperson sambit patra famili come meet newsroom fail return home week attempt famili sambit fail return home week,bjp spokesperson sambit patra famili come meet newsroom fail return home week,1
138,138,bhima koregaon violenceth year kick start violenc dure annual celebr victori battl bhima koregaon dalit group clash right wing group lead widespread violenc maharashtra district the clash took place januari 1 result one death injuri 30 policemen detent 300 peopl the buddhist dalit group call state wide bandh januari 3 end violenc across state In aftermath polic claim uncov major maoist conspiraci behind protest arrest five well known right activist allegedli plan major conspiraci india prime minist narendra modi,bhima koregaon violenc,0
139,139,metoo movement the global feminist movement reach india littl later rest world shook nation like storm india metoo movement start actress tanushre dutta accus veteran actor nana patekar sexual misconduct set film togeth 10 year ago while case file matter sub judic act speak gave courag score women decid share stori soon social media flood sever sexual misconduct alleg even amount rape notabl name list accus one alleg victim actor alok nath senior journalist mo extern affair MJ akbar film director vika bahl writer chetan bhagat comedian utsav chakraborti aditi mittal among other,metoo movement,0
140,140,SC order sexual freedom usher countri modern liber era suprem court india recognis right lgbtqi commun the SC order legalis sex partner gender scrap archaic section 377 criminalis sex man woman In anoth order relat sexual freedom apex court adjudg adulteri crime,SC order sexual freedom,0
141,141,door sabarimala open women In yet anoth remark order suprem court threw open door sabarimala templ women menstrual age even though state templ author abl implement order yet due resist form commun order sure pave way progress chang futur,door sabarimala open women,0
142,142,aadhaar mandatori settl debat aadhaar suprem court clarifi uidai constitut key social secur benefit well nation secur howev keep mind sensit individu data SC ban use aadhaar privat firm valid purpos,aadhaar mandatori,0
143,143,women secur servic In februari 24 year old avani chaturvedi becam first woman india fli fighter jet alon the fli offic flew mig 21 bison possess highest takeoff land speed world her maiden solo train last 30 minut put india global list countri like usa israel UK women play activ combat role six month later delhi polic welcom india first femal commando team the 36 women went 15 month rigor train taught handl weapon counter terror learnt krav maga thi team made mark india histori first one break male hold special weapon tactic swat team countri,women secur servic,0
144,144,kerala flood august kerala wit worst natur calam sinc great flood 1924 unusu high monsoon rainfal inund state sever day over 483 peopl die 14 went miss around 10 lakh peopl evacu 14 affect district the gate 35 54 dam state thrown open unpreced act accord kerala govern one sixth total popul kerala directli affect flood relat incid the central govern declar level 3 calam calam sever natur,kerala flood,0
145,145,amritsar train tragedi man made disast horrifi nation amritsar train tragedi plung nation int sorrow day hindu festiv dusshera On octob 19 hundr peopl crush two passeng train punjab amritsar the crowd gather watch raavan dahan stand track train came speed At least 59 peopl kill 100 other injur,amritsar train tragedi,0
146,146,2018 blind cricket world cup victori In world sport india nation blind cricket team claim 2018 blind cricket world cup titl defeat pakistan In thrill final defend champion india defeat pakistan 2 wicket secur 2nd blind cricket world cup titl captainci ajay kumar reddi,2018 blind cricket world cup victori,0
147,147,isro 31 satellit launch carv nich india global space market indian space research organis achiev feat launch 31 satellit singl flight twice year On januari 12 isro polar satellit launch vehicl forti second flight success launch 710 kg cartosat 2 seri remot sens satellit along 30 co passeng satellit satish dhawan space centr shar sriharikota In novemb isro pslv c43 inject india hyper spectral imag satellit hysi 30 foreign satellit orbit hysi earth observ satellit primari goal studi earth surfac visibl near infrar shortwav infrar region electromagnet spectrum data satellit use wide rang applic includ agricultur forestri soil geolog environ coastal zone inland water etc,isro 31 satellit launch,0
148,148,isro launch record 104 satellit februari 2017 india creat histori success launch record 104 satellit indian space research organis isro reliabl vehicl polar satellit launch vehicl pslv In 39th flight pslv c37 took satish dhawan space centr sriharikota place satellit orbit out 104 satellit 101 belong foreign countri 96 US one israel uae netherland switzerland kazakhstan respect,isro launch record 104 satellit februari 2017,0
149,149,parliament pass bill six month paid matern leav march 2017 becom countri grant third highest matern leav canada norway parliament approv bill grant women work organis sector paid matern leav 26 week earlier women grant 12 week matern leav thi decis set benefit 1 8 million women appli establish 10 peopl,parliament pass bill six month paid matern leav march 2017,0
150,150,first transgend sub inspector appoint tamil nadu april 2017 K prithika yashini becam first transgend becom sub inspector polic forc prithika born pradeep appli recruit tamil nadu uniform servic recruit board tnusrb applic reject belong specifi gender categori she challeng decis differ court high court madra order conduct test she clear test judgement ask tnusrb appoint entitl job she took charg sub inspector dharmapuri district april 2,first transgend sub inspector appoint tamil nadu april 2017,0
151,151,punjab govern announc free educ girl nurseri phd june 2017 the state chief minist captain amarind singh announc govern would sponsor educ girl nurseri phd govern institut the CM said reason behind move privileg abl send kid good school less fortun girl depriv qualiti educ the govern also propos pre primari class provid free internet servic 13 000 primari school 48 colleg,punjab govern announc free educ girl nurseri phd june 2017,0
152,152,dangal becom first indian film earn 2 000 crore worldwid june 2017 the aamir khan starrer broke record earn 2000 crore moneysymbol307 worldwid On 53rd day china box offic film made 2 5 crore becam fifth highest gross non english film histori highest gross live action sport movi 2017 dangal also becam non hollywood film list among top 16 highest gross film time china box offic,dangal becom first indian film earn 2 000 crore worldwid june 2017,0
153,153,delhi metro becom world first green metro juli 2017 the metro capit becam complet green metro system world adher green build norm 10 residenti coloni indian green build council igbc the delhi metro rail corpor said statement previous receiv green certif station depot sub station,delhi metro becom world first green metro juli 2017,0
154,154,indian woman becom world youngest femal command fli boe 777 juli 2017 anni divya 30 year old air india pilot becam world youngest femal captain boe 777 she flew world largest twin jet advanc train london,indian woman becom world youngest femal command fli boe 777 juli 2017,0
155,155,tripl talaq ban august 2017 In huge win women right suprem court ban practic allow men instantli divorc wive utter world talaq thrice the issu taken last year respons petit file seven victim variou women group accord survey conduct 2015 one 11 muslim women affect tripl talaq,tripl talaq ban august 2017,0
156,156,right privaci declar fundament right august 2017 A nine judg bench suprem court unanim rule privaci fundament right articl 21 constitut thi issu rais petit challeng centr move make aadhaar card requir biometr data citizen mandatori thi turn also includ preserv person intimaci sanctiti famili life marriag procreat home sexual orient right left alon safeguard individu autonomi person choic protect heterogen,right privaci declar fundament right august 2017,0
157,157,organ donat went four fold august 2017 cadaver organ donat donat organ dead india increas four fold last five year state like tamil nadu kerala maharashtra gujarat karnataka telangana lead way delhi chandigarh manag 30 donat last year howev still long way go countri wit 2 5 lakh death due organ failur everi year suppli donat organ miniscul,organ donat went four fold august 2017,0
158,158,india transgend plu size model walk lfw ramp august 2017 In first mona varonica campbel india transgend plu size model walk lakm fashion week ramp design wendel rodrick veronica open show follow 20 plu size model veronica born boy small town andhra pradesh identifi woman teenag she graduat nift earn phd make label,india transgend plu size model walk lfw ramp august 2017,0
